prod_year,prod_year_delta,prod_year_delta_sq,prod_year_delta_cu,cylinders,airbags,levy,manufacturer_class,manufacturer_mean_le,category_mean_le,leather_interior,fuel_type_mean_le,turbo,engine_volume,mileage,mileage_new,gear_box_type_mean_le,wheel_mean_le
2019,1,1.0,1.0,4,10,1325.0,2,53,9,1,4,0,2.5,4000.0,0,0,0
2018,2,4.0,8.0,4,4,880.0,2,22,9,1,4,0,1.6,35798.0,0,0,0
2015,5,25.0,125.0,4,8,765.0,2,16,9,0,4,0,2.0,79000.0,0,2,0
2008,12,144.0,1728.0,6,12,1850.0,2,33,4,1,1,0,3.5,366869.0,0,0,0
2013,7,49.0,343.0,4,0,640.0,2,16,9,1,2,0,2.0,320554.0,0,0,0
2006,14,196.0,2744.0,6,6,781.0,1,36,4,0,4,0,3.0,272000.0,0,2,1
1995,25,625.0,15625.0,4,0,781.0,2,16,6,0,1,1,2.5,0.0,1,1,0
2017,3,9.0,27.0,4,12,738.0,2,8,3,1,4,0,1.4,46053.0,0,0,0
2013,7,49.0,343.0,4,0,640.0,1,3,9,1,4,0,2.0,157584.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,1,11,9,1,1,0,2.0,53223.0,0,0,0
2011,9,81.0,729.0,4,11,645.0,2,53,3,0,2,0,1.8,161000.0,0,3,0
2010,10,100.0,1000.0,4,8,781.0,2,53,3,0,2,0,1.8,1000.0,0,2,0
2014,6,36.0,216.0,4,10,382.0,2,22,9,0,2,0,2.4,152000.0,0,0,0
2005,15,225.0,3375.0,4,4,781.0,1,38,3,0,4,0,1.3,0.0,1,0,1
2016,4,16.0,64.0,4,4,971.0,2,22,4,1,1,0,2.2,111648.0,0,0,0
2013,7,49.0,343.0,4,12,751.0,2,8,4,1,4,0,2.4,236267.0,0,0,0
2010,10,100.0,1000.0,4,12,761.0,2,53,9,1,4,0,1.8,0.0,1,0,0
2015,5,25.0,125.0,4,0,441.0,2,22,9,1,2,0,2.4,261928.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,102397.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,79995.0,0,0,0
2009,11,121.0,1331.0,6,12,1537.0,2,53,4,1,2,0,3.3,420550.0,0,0,0
2015,5,25.0,125.0,4,0,629.0,1,38,4,1,4,0,1.6,88475.0,0,0,0
2004,16,256.0,4096.0,6,12,781.0,2,33,4,1,3,0,3.5,170000.0,0,2,0
2020,0,0.0,0.0,4,4,1076.0,2,22,4,1,4,0,2.0,12334.0,0,0,0
2014,6,36.0,216.0,4,10,639.0,2,16,9,1,4,0,2.0,121600.0,0,2,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,284189.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,3,1,4,0,1.6,157730.0,0,0,0
2010,10,100.0,1000.0,4,2,986.0,2,16,6,0,1,1,2.4,123000.0,0,1,0
2013,7,49.0,343.0,8,0,1360.0,1,29,4,1,4,0,4.6,202651.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,72464.0,0,0,0
2008,12,144.0,1728.0,6,12,1598.0,2,33,9,1,1,0,3.0,175614.0,0,0,0
2019,1,1.0,1.0,4,12,1325.0,2,53,9,1,4,0,2.5,25816.0,0,0,0
2006,14,196.0,2744.0,4,2,781.0,2,16,6,0,1,1,2.0,22500.0,0,1,0
2008,12,144.0,1728.0,4,2,781.0,1,51,3,0,4,0,1.2,176000.0,0,0,1
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,130339.0,0,0,0
2018,2,4.0,8.0,4,12,1327.0,2,53,9,1,4,0,2.5,60915.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,3,49,4,1,1,0,2.0,140411.0,0,0,0
2017,3,9.0,27.0,4,10,831.0,2,22,4,0,4,1,1.6,28897.0,0,0,0
2012,8,64.0,512.0,4,12,531.0,2,35,0,1,4,0,1.6,115754.0,0,0,0
2014,6,36.0,216.0,4,12,271.0,2,53,3,0,2,0,1.5,64000.0,0,3,0
2013,7,49.0,343.0,4,12,640.0,2,16,9,1,2,0,2.0,131089.0,0,0,0
2010,10,100.0,1000.0,4,8,574.0,1,20,9,0,2,0,1.3,173000.0,0,0,0
2016,4,16.0,64.0,4,8,891.0,2,22,9,0,4,0,2.0,81302.0,0,0,0
2001,19,361.0,6859.0,4,4,781.0,1,36,4,1,0,0,2.0,111111.0,0,2,0
2011,9,81.0,729.0,4,0,781.0,3,28,4,0,1,1,2.4,60000.0,0,1,0
2013,7,49.0,343.0,6,12,1055.0,2,33,9,1,1,0,3.5,107800.0,0,0,0
2013,7,49.0,343.0,6,10,781.0,2,33,9,1,4,0,3.5,88000.0,0,2,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,109798.0,0,0,0
2009,11,121.0,1331.0,4,4,789.0,2,8,9,1,4,0,1.6,66444.0,0,0,0
2005,15,225.0,3375.0,4,4,781.0,1,20,3,0,4,0,1.3,0.0,1,0,1
2012,8,64.0,512.0,4,8,781.0,2,53,8,0,1,0,3.0,163000.0,0,1,0
2013,7,49.0,343.0,4,4,640.0,2,8,9,1,4,0,2.0,201612.0,0,0,0
2015,5,25.0,125.0,4,0,934.0,1,50,4,1,4,0,2.5,93170.0,0,0,0
1998,22,484.0,10648.0,4,4,781.0,2,33,9,0,4,0,1.8,281000.0,0,1,0
2007,13,169.0,2197.0,4,8,1228.0,1,39,10,0,1,0,1.9,222222.0,0,1,0
2004,16,256.0,4096.0,4,0,781.0,1,20,4,0,4,0,2.4,175000.0,0,0,0
2016,4,16.0,64.0,4,4,730.0,2,22,9,1,3,0,1.6,27477.0,0,0,0
2000,20,400.0,8000.0,5,0,781.0,2,33,9,1,1,1,2.7,320000.0,0,2,0
1988,32,1024.0,32768.0,6,1,781.0,2,5,9,0,4,0,2.0,222222.0,0,1,0
2019,1,1.0,1.0,4,12,1077.0,2,53,4,1,4,0,2.0,78424.0,0,0,0
2003,17,289.0,4913.0,4,8,781.0,1,39,3,1,4,0,2.2,226000.0,0,1,0
2017,3,9.0,27.0,4,4,1714.0,2,16,4,1,4,0,3.5,52029.0,0,0,0
2007,13,169.0,2197.0,4,12,988.0,2,53,3,1,2,0,1.5,140000.0,0,3,0
2010,10,100.0,1000.0,4,12,986.0,1,29,9,1,2,0,2.4,275654.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,2,0,2.5,124912.0,0,0,0
1999,21,441.0,9261.0,6,12,781.0,1,39,9,1,0,0,3.0,180000.0,0,1,0
2006,14,196.0,2744.0,8,8,781.0,2,56,9,1,4,1,2.0,0.0,1,0,0
2011,9,81.0,729.0,4,4,707.0,2,22,9,1,4,0,2.0,56554.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,53,4,1,4,0,3.5,368064.0,0,0,0
1984,36,1296.0,46656.0,4,10,781.0,1,55,4,0,4,0,1.6,200000.0,0,1,0
2010,10,100.0,1000.0,6,12,1399.0,2,33,9,1,4,0,3.5,249734.0,0,0,0
2012,8,64.0,512.0,4,0,1268.0,2,53,9,0,2,0,1.5,13000.0,0,0,1
2000,20,400.0,8000.0,6,6,781.0,2,33,9,1,1,0,3.2,1000.0,0,2,0
2000,20,400.0,8000.0,4,4,781.0,2,56,9,0,3,0,2.0,33000.0,0,1,0
2019,1,1.0,1.0,4,12,607.0,2,53,9,1,2,0,2.5,9626.0,0,0,0
2015,5,25.0,125.0,6,12,1273.0,1,29,4,1,4,0,3.5,71939.0,0,0,0
2015,5,25.0,125.0,4,0,456.0,2,53,9,0,2,0,2.5,89000.0,0,3,0
1995,25,625.0,15625.0,4,0,781.0,2,33,9,0,4,0,1.8,333333.0,0,1,0
2008,12,144.0,1728.0,6,12,1750.0,2,53,9,1,2,0,3.3,287274.0,0,0,0
2007,13,169.0,2197.0,4,4,1282.0,2,27,4,1,1,0,2.0,82944.0,0,0,0
2012,8,64.0,512.0,4,0,642.0,2,16,9,0,4,0,2.0,138664.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,2,22,1,1,4,0,2.0,117492.0,0,0,0
2014,6,36.0,216.0,4,0,271.0,2,53,3,1,2,0,1.5,89986.0,0,0,0
2012,8,64.0,512.0,4,0,753.0,2,27,9,0,4,0,2.4,122531.0,0,0,0
2013,7,49.0,343.0,4,14,781.0,2,27,9,1,4,1,2.0,67000.0,0,2,0
2014,6,36.0,216.0,4,8,1266.0,1,20,9,0,2,0,1.5,76000.0,0,2,1
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,196475.0,0,0,0
2016,4,16.0,64.0,4,0,431.0,2,16,9,1,2,0,2.0,194974.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,218280.0,0,0,0
2010,10,100.0,1000.0,4,4,827.0,2,8,9,1,4,0,2.0,67381.0,0,0,0
2012,8,64.0,512.0,3,2,875.0,2,53,3,0,4,0,1.0,83000.0,0,0,1
2012,8,64.0,512.0,4,0,475.0,2,8,4,1,2,0,1.4,188419.0,0,0,0
2015,5,25.0,125.0,4,12,934.0,2,16,9,1,4,0,2.5,182302.0,0,0,0
2003,17,289.0,4913.0,6,8,781.0,2,33,9,0,1,1,2.7,215000.0,0,2,0
2012,8,64.0,512.0,6,12,919.0,2,5,4,1,4,0,3.0,133342.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,2,22,9,1,4,0,2.0,155127.0,0,0,0
2014,6,36.0,216.0,4,0,308.0,1,29,3,1,2,0,1.8,132563.0,0,0,0
2015,5,25.0,125.0,4,12,934.0,2,53,9,1,4,0,2.5,50000.0,0,2,0
2014,6,36.0,216.0,4,4,639.0,2,8,4,1,1,0,2.0,130791.0,0,0,0
2004,16,256.0,4096.0,4,6,781.0,1,38,3,0,1,1,1.5,165000.0,0,1,0
2014,6,36.0,216.0,4,12,308.0,2,53,3,1,2,0,1.8,140414.0,0,0,0
2010,10,100.0,1000.0,4,10,781.0,2,53,3,1,3,0,1.8,260000.0,0,2,0
2015,5,25.0,125.0,4,0,765.0,2,22,4,1,4,0,2.0,0.0,1,0,0
2004,16,256.0,4096.0,4,4,781.0,1,38,3,0,3,0,1.3,127000.0,0,0,1
2017,3,9.0,27.0,4,4,1017.0,2,22,4,1,1,0,2.0,140097.0,0,0,0
2005,15,225.0,3375.0,4,0,781.0,1,55,9,0,4,0,1.7,125000.0,0,1,0
2001,19,361.0,6859.0,8,5,781.0,2,5,4,1,4,0,4.4,115000.0,0,2,0
2017,3,9.0,27.0,6,12,1714.0,2,33,4,1,4,0,3.5,21178.0,0,0,0
2013,7,49.0,343.0,4,8,640.0,2,22,9,1,4,1,2.0,90000.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,9,1,4,0,2.0,170000.0,0,0,0
2009,11,121.0,1331.0,4,4,790.0,2,8,9,1,4,0,1.6,50549.0,0,0,0
2001,19,361.0,6859.0,6,0,781.0,2,5,4,1,1,0,3.0,111111.0,0,2,0
2013,7,49.0,343.0,4,8,781.0,2,22,9,0,4,0,1.8,45000.0,0,0,0
2008,12,144.0,1728.0,4,2,781.0,2,33,6,0,1,1,2.2,300000.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,22,4,1,1,0,2.0,100369.0,0,0,0
2012,8,64.0,512.0,4,4,586.0,1,38,3,0,4,0,1.8,120000.0,0,0,0
2016,4,16.0,64.0,4,10,891.0,2,5,9,1,4,1,2.0,33000.0,0,2,0
2017,3,9.0,27.0,4,10,1249.0,1,32,9,1,4,0,2.5,31694.0,0,0,0
2015,5,25.0,125.0,8,12,781.0,1,29,4,1,4,0,4.6,57000.0,0,0,0
2011,9,81.0,729.0,4,8,862.0,2,53,9,1,4,0,2.5,165222.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,16,3,0,2,0,2.0,100000.0,0,3,0
2017,3,9.0,27.0,4,12,1017.0,2,33,9,1,4,0,2.0,26802.0,0,0,0
2012,8,64.0,512.0,4,10,586.0,1,29,3,1,2,0,1.8,89000.0,0,3,0
2012,8,64.0,512.0,6,6,781.0,3,26,4,0,4,0,3.7,124670.0,0,0,0
2012,8,64.0,512.0,4,4,781.0,1,38,4,0,4,0,3.6,110000.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,102907.0,0,0,0
2016,4,16.0,64.0,4,12,1051.0,2,27,9,0,4,0,2.4,38000.0,0,2,0
2004,16,256.0,4096.0,4,4,781.0,1,36,10,0,0,0,2.0,150000.0,0,0,0
2012,8,64.0,512.0,4,10,586.0,1,38,3,0,4,0,1.8,165758.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,3,26,4,0,1,1,2.0,39000.0,0,1,0
2017,3,9.0,27.0,4,12,1017.0,2,22,9,1,4,0,2.0,115974.0,0,0,0
2014,6,36.0,216.0,4,4,501.0,1,20,3,1,4,0,1.5,78000.0,0,0,0
2007,13,169.0,2197.0,4,2,781.0,1,39,7,0,1,1,1.9,265000.0,0,1,0
2012,8,64.0,512.0,4,4,642.0,2,22,4,1,1,0,2.0,139000.0,0,0,0
2010,10,100.0,1000.0,4,6,781.0,2,53,9,1,2,0,1.8,180000.0,0,0,0
2016,4,16.0,64.0,4,4,971.0,3,49,4,1,1,0,2.2,82907.0,0,0,0
2014,6,36.0,216.0,4,4,777.0,2,22,7,1,1,0,2.5,107483.0,0,0,0
2008,12,144.0,1728.0,4,4,781.0,1,39,3,0,3,0,1.2,236000.0,0,1,0
2012,8,64.0,512.0,4,6,781.0,2,53,4,0,1,1,2.2,285000.0,0,1,0
2012,8,64.0,512.0,4,8,475.0,2,8,9,0,4,0,1.4,100280.0,0,2,0
2016,4,16.0,64.0,4,4,730.0,3,49,4,1,1,0,1.6,26757.0,0,0,0
2012,8,64.0,512.0,4,12,753.0,2,22,9,1,4,0,2.4,90720.0,0,0,0
2014,6,36.0,216.0,4,10,473.0,2,8,9,0,4,0,1.4,70222.0,0,2,0
2011,9,81.0,729.0,4,12,781.0,2,16,4,1,2,0,2.5,220000.0,0,3,0
2014,6,36.0,216.0,4,4,501.0,2,53,3,1,4,0,1.5,35000.0,0,0,0
2011,9,81.0,729.0,6,12,1203.0,2,8,9,1,4,0,3.6,231222.0,0,0,0
2009,11,121.0,1331.0,4,4,790.0,1,11,9,1,4,0,1.6,45258.0,0,0,0
2001,19,361.0,6859.0,6,4,781.0,1,51,4,0,4,0,2.7,0.0,1,0,0
2014,6,36.0,216.0,4,12,777.0,1,50,4,0,4,0,2.5,127000.0,0,3,0
2012,8,64.0,512.0,8,0,1363.0,1,29,4,1,4,0,4.6,229334.0,0,0,0
2013,7,49.0,343.0,4,12,585.0,2,53,3,1,2,0,1.8,105328.0,0,0,0
1995,25,625.0,15625.0,4,0,781.0,2,15,9,0,4,0,1.0,1300.0,0,1,0
2012,8,64.0,512.0,4,0,531.0,1,38,4,1,4,0,1.6,167405.0,0,0,0
2013,7,49.0,343.0,4,8,530.0,2,16,9,0,4,1,1.6,83000.0,0,2,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,4,0,2.5,0.0,1,0,0
2016,4,16.0,64.0,6,12,1292.0,3,28,4,1,1,0,3.0,190330.0,0,0,0
2012,8,64.0,512.0,6,8,781.0,2,16,1,0,4,1,3.7,107000.0,0,0,0
1999,21,441.0,9261.0,4,0,781.0,2,56,9,0,0,0,2.0,250000.0,0,0,0
2000,20,400.0,8000.0,4,6,781.0,1,20,4,0,4,0,2.0,213000.0,0,0,1
2011,9,81.0,729.0,4,4,862.0,2,22,10,1,1,0,2.5,220000.0,0,0,0
2012,8,64.0,512.0,4,8,781.0,2,22,9,1,4,1,2.0,203200.0,0,2,0
2013,7,49.0,343.0,4,12,751.0,2,22,9,1,4,0,2.4,83013.0,0,0,0
2017,3,9.0,27.0,4,8,784.0,2,8,9,0,4,1,1.5,84782.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,516176.0,0,0,0
2002,18,324.0,5832.0,4,2,781.0,2,53,3,0,4,0,1.3,102000.0,0,0,1
2015,5,25.0,125.0,4,12,781.0,2,15,3,1,4,1,1.4,28000.0,0,1,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,3,0,2.0,216070.0,0,0,0
2012,8,64.0,512.0,4,12,503.0,2,53,3,0,2,0,1.5,110000.0,0,0,0
2010,10,100.0,1000.0,4,4,761.0,1,11,9,1,4,0,1.8,71479.0,0,0,0
2005,15,225.0,3375.0,4,6,1039.0,2,15,4,0,4,0,1.2,28000.0,0,1,0
2015,5,25.0,125.0,4,10,900.0,1,9,9,0,4,0,2.4,196800.0,0,0,0
2015,5,25.0,125.0,4,0,781.0,2,53,3,0,2,0,1.8,22720.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,2,8,4,1,1,0,2.0,198000.0,0,0,0
2004,16,256.0,4096.0,4,4,781.0,1,36,7,0,0,0,2.4,1111.0,0,3,1
1999,21,441.0,9261.0,4,6,781.0,2,33,9,0,0,0,2.0,165000.0,0,1,0
2012,8,64.0,512.0,4,12,781.0,2,16,9,1,2,0,2.5,146758.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,3,49,4,1,1,0,2.0,146130.0,0,0,0
2010,10,100.0,1000.0,8,12,1736.0,2,5,4,1,4,0,4.4,0.0,1,0,0
2014,6,36.0,216.0,4,11,781.0,2,53,3,1,2,0,1.8,75621.0,0,0,0
2012,8,64.0,512.0,4,0,586.0,1,29,3,1,2,0,1.8,174106.0,0,0,0
2011,9,81.0,729.0,4,4,781.0,2,22,4,1,4,0,2.0,104000.0,0,0,0
2012,8,64.0,512.0,4,12,642.0,1,3,9,1,4,0,2.0,177512.0,0,0,0
2012,8,64.0,512.0,4,10,781.0,2,53,3,0,2,0,1.8,99000.0,0,3,0
2011,9,81.0,729.0,4,8,707.0,1,3,3,1,4,1,2.0,145600.0,0,1,0
2012,8,64.0,512.0,6,12,1058.0,2,33,4,1,1,0,3.5,245762.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,3,49,4,1,1,0,2.0,200241.0,0,0,0
2012,8,64.0,512.0,6,12,919.0,2,33,4,1,1,0,3.0,271701.0,0,0,0
2016,4,16.0,64.0,4,4,1091.0,2,22,7,1,1,0,2.5,137134.0,0,0,0
2012,8,64.0,512.0,4,8,781.0,2,53,3,0,2,0,1.5,2000.0,0,3,0
2016,4,16.0,64.0,4,12,1091.0,2,53,9,1,4,0,2.5,78920.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,16,9,0,2,0,2.0,97000.0,0,3,0
1998,22,484.0,10648.0,6,4,781.0,2,33,9,1,3,0,3.2,207917.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,1,0,1.6,33507.0,0,0,0
2018,2,4.0,8.0,4,4,880.0,2,22,9,1,4,0,1.6,53871.0,0,0,0
2013,7,49.0,343.0,4,10,781.0,2,53,3,0,2,0,1.8,77000.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,2,22,9,1,4,0,1.6,16687.0,0,0,0
2019,1,1.0,1.0,4,4,879.0,2,22,4,1,1,0,1.6,13000.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,9,1,4,0,4.6,102907.0,0,0,0
2009,11,121.0,1331.0,4,0,781.0,2,53,7,0,2,0,2.4,155000.0,0,0,1
2015,5,25.0,125.0,4,4,426.0,2,8,3,1,4,0,1.0,101512.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,8,9,1,4,0,1.6,122590.0,0,0,0
2000,20,400.0,8000.0,6,8,781.0,2,33,9,1,0,0,3.2,265000.0,0,2,0
2016,4,16.0,64.0,4,12,781.0,2,33,4,1,4,1,2.0,29500.0,0,2,0
2012,8,64.0,512.0,8,0,1363.0,1,29,4,1,4,0,4.6,255406.0,0,0,0
2005,15,225.0,3375.0,4,10,781.0,1,1,9,0,4,0,2.2,152200.0,0,1,0
2017,3,9.0,27.0,4,12,738.0,2,8,9,1,4,1,1.4,148800.0,0,2,0
2012,8,64.0,512.0,4,0,781.0,2,53,9,0,4,0,2.5,102000.0,0,2,0
2012,8,64.0,512.0,4,10,781.0,2,56,9,1,4,0,2.5,111001.0,0,2,0
2016,4,16.0,64.0,3,4,488.0,2,27,9,1,4,0,1.0,36805.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,33,1,1,1,0,3.5,226251.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,36458.0,0,0,0
2003,17,289.0,4913.0,6,0,781.0,2,5,9,1,4,0,3.0,223014.0,0,1,0
2016,4,16.0,64.0,4,4,730.0,2,8,4,1,1,0,1.6,122198.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,22,9,1,4,0,1.6,86660.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,188078.0,0,0,0
2008,12,144.0,1728.0,8,12,781.0,3,42,4,1,4,0,4.8,260000.0,0,2,0
2013,7,49.0,343.0,4,0,781.0,2,53,9,0,2,0,1.8,145600.0,0,0,0
2014,6,36.0,216.0,4,4,418.0,1,38,3,1,4,0,1.2,50000.0,0,0,0
1999,21,441.0,9261.0,6,2,781.0,1,20,4,0,0,0,3.2,300000.0,0,0,0
2017,3,9.0,27.0,4,0,382.0,2,8,3,1,2,0,1.5,52062.0,0,0,0
2000,20,400.0,8000.0,6,6,781.0,2,33,9,0,0,0,2.4,256000.0,0,2,0
2013,7,49.0,343.0,4,12,834.0,2,53,4,1,4,0,2.7,397915.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,188078.0,0,0,0
2008,12,144.0,1728.0,6,12,1750.0,2,53,4,1,2,0,3.3,0.0,1,0,0
2007,13,169.0,2197.0,4,4,1282.0,2,27,4,1,1,0,2.0,91232.0,0,0,0
2012,8,64.0,512.0,4,4,531.0,2,22,9,1,4,0,1.6,41279.0,0,0,0
2007,13,169.0,2197.0,4,4,1282.0,2,8,4,1,1,0,2.0,75574.0,0,0,0
2013,7,49.0,343.0,4,12,751.0,2,22,9,1,4,0,2.4,191848.0,0,0,0
2018,2,4.0,8.0,4,12,609.0,2,53,9,1,2,0,2.5,127515.0,0,0,0
2014,6,36.0,216.0,4,6,781.0,1,38,4,0,4,1,1.6,56000.0,0,2,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,188078.0,0,0,0
2013,7,49.0,343.0,4,4,530.0,2,22,9,1,4,0,1.6,48088.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,9,1,3,0,2.0,417661.0,0,0,0
2016,4,16.0,64.0,4,12,1091.0,2,53,9,1,4,0,2.5,117453.0,0,0,0
2019,1,1.0,1.0,4,4,830.0,2,53,3,1,4,0,1.5,2598.0,0,0,0
2016,4,16.0,64.0,4,8,690.0,2,8,9,0,4,1,1.5,91380.0,0,0,0
2015,5,25.0,125.0,6,8,781.0,2,16,0,0,4,0,3.7,63000.0,0,2,0
2019,1,1.0,1.0,4,12,607.0,2,53,9,1,2,0,2.5,39552.0,0,0,0
2014,6,36.0,216.0,4,4,694.0,2,25,9,1,1,0,2.2,75494.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,1,1,4,0,2.0,146691.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,16,9,1,4,0,2.5,90672.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,8,9,1,4,0,2.0,106642.0,0,0,0
2016,4,16.0,64.0,4,0,730.0,1,38,4,1,4,0,1.6,181997.0,0,0,0
1998,22,484.0,10648.0,6,6,781.0,2,5,9,0,4,0,2.8,123000.0,0,1,0
2009,11,121.0,1331.0,6,12,781.0,2,5,9,1,4,1,3.0,170000.0,0,2,0
2003,17,289.0,4913.0,4,2,781.0,1,36,4,0,0,0,2.4,14529.0,0,2,1
2010,10,100.0,1000.0,4,8,574.0,1,20,3,0,2,0,1.3,149000.0,0,2,0
2011,9,81.0,729.0,4,12,645.0,2,53,4,1,2,0,1.8,353606.0,0,0,0
2002,18,324.0,5832.0,4,4,781.0,2,53,4,0,1,1,3.0,2000.0,0,1,0
2014,6,36.0,216.0,4,4,777.0,2,22,7,1,1,0,2.5,164805.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,1,0,1.6,33575.0,0,0,0
2017,3,9.0,27.0,4,12,1017.0,2,33,9,1,4,0,2.0,50930.0,0,0,0
2012,8,64.0,512.0,4,6,1268.0,2,53,3,0,2,0,1.5,161200.0,0,0,1
2003,17,289.0,4913.0,4,4,781.0,1,32,3,0,0,0,1.4,185000.0,0,1,0
2012,8,64.0,512.0,4,0,781.0,2,53,3,0,4,0,1.8,210000.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,4,1,4,0,3.5,94362.0,0,0,0
2013,7,49.0,343.0,4,8,781.0,1,32,7,1,3,0,2.5,143564.0,0,2,0
2011,9,81.0,729.0,6,12,1172.0,2,33,4,1,1,0,3.5,186542.0,0,0,0
2014,6,36.0,216.0,4,6,584.0,2,8,9,0,4,0,1.8,68000.0,0,1,0
2009,11,121.0,1331.0,4,4,781.0,2,16,4,0,2,0,2.3,160000.0,0,3,0
2008,12,144.0,1728.0,6,8,1850.0,2,33,1,1,4,0,3.5,122600.0,0,2,0
2015,5,25.0,125.0,4,4,595.0,2,53,3,1,4,0,1.5,67000.0,0,0,0
1998,22,484.0,10648.0,4,2,781.0,1,39,2,0,1,0,1.7,55000.0,0,1,0
2013,7,49.0,343.0,4,4,640.0,3,49,4,1,1,0,2.0,152859.0,0,0,0
2016,4,16.0,64.0,4,12,397.0,2,53,3,1,2,0,1.8,101357.0,0,0,0
2014,6,36.0,216.0,4,4,528.0,2,22,9,1,1,0,1.6,138598.0,0,0,0
2013,7,49.0,343.0,4,12,585.0,2,22,9,1,4,0,1.8,121029.0,0,0,0
2019,1,1.0,1.0,4,4,1325.0,2,22,7,1,1,0,2.5,25541.0,0,0,0
2012,8,64.0,512.0,6,12,1058.0,2,33,4,1,1,0,3.5,224118.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,282994.0,0,0,0
2011,9,81.0,729.0,6,6,781.0,2,16,4,0,4,0,3.5,281000.0,0,0,0
2015,5,25.0,125.0,4,12,697.0,1,20,9,1,4,0,1.8,60651.0,0,0,0
2016,4,16.0,64.0,4,12,1091.0,2,53,9,0,4,0,2.5,17200.0,0,2,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,2,0,2.5,124912.0,0,0,0
2010,10,100.0,1000.0,4,0,574.0,1,20,3,0,4,0,1.3,209000.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,4,0,2.5,64000.0,0,2,0
2012,8,64.0,512.0,4,4,919.0,3,26,4,1,1,0,3.0,134702.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,8,9,1,4,0,2.0,110000.0,0,0,0
2012,8,64.0,512.0,4,4,642.0,2,22,4,1,1,0,2.0,138525.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,9,1,4,0,2.0,173000.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,9,1,3,0,2.0,53000.0,0,0,0
2015,5,25.0,125.0,4,4,697.0,1,20,9,1,4,0,1.8,67190.0,0,0,0
2013,7,49.0,343.0,4,4,502.0,2,53,3,1,2,0,1.5,105900.0,0,0,0
2012,8,64.0,512.0,4,10,781.0,1,29,3,1,2,0,1.8,326400.0,0,2,0
2012,8,64.0,512.0,4,4,1111.0,1,20,3,1,2,0,1.3,59000.0,0,3,1
2016,4,16.0,64.0,4,4,891.0,2,22,4,1,1,0,2.0,122497.0,0,0,0
